price,production_year,mileage,fuel_type,mark,model,fiscal_power
64000,2009.0,189999,Diesel,Dacia,Sandero,6
280000,2012.0,189999,Diesel,Toyota,Prado,11
50000,1995.0,349999,Diesel,Renault,19,7
258000,2012.0,139999,Diesel,BMW,Serie 5,12
52000,1995.0,14999,Diesel,Renault,19,6
110000,2010.0,109999,Diesel,Opel,Astra,7
115000,2009.0,64999,Essence,BMW,Serie 1,6
80000,2015.0,189999,Diesel,Peugeot,301,6
45000,2008.0,94999,Essence,Dacia,Logan,6
60000,2001.0,349999,Diesel,Renault,Scenic,6
83000,2012.0,19999,Essence,Ford,Fiesta,6
93000,2014.0,89999,Diesel,Dacia,Logan,6
125000,2014.0,149999,Diesel,Dacia,Duster,6
95000,2016.0,89999,Diesel,Peugeot,301,6
110000,2011.0,74999,Diesel,Daihatsu,YRV,6
245000,2014.0,159999,Diesel,Volkswagen,GOLF 7,8
45000,2006.0,29999,Essence,Alfa Romeo,147 gta,6
32000,2003.0,129999,Essence,Fiat,Palio,6
50000,2008.0,109999,Essence,Kia,Picanto,6
110000,2008.0,299999,Diesel,Volkswagen,Caddy,6
108000,2015.0,59999,Diesel,Dacia,Dokker,6
125000,2007.0,189999,Diesel,Volkswagen,GOLF 5,8
55000,2008.0,249999,Diesel,Peugeot,Partner,6
89000,2013.0,54999,Essence,Fiat,500,7
95000,2007.0,249999,Diesel,Volkswagen,Passat,6
86000,2010.0,199999,Diesel,Peugeot,Tepee,6
126000,2015.0,49999,Diesel,Renault,Clio,6
28000,2000.0,24999,Essence,Suzuki,BALENO,6
35000,2010.0,29999,Diesel,Fiat,Palio,6
150000,2010.0,139999,Diesel,Volkswagen,Touareg,6
90000,2008.0,249999,Diesel,Ford,Focus,6
32000,1999.0,4999,Essence,Honda,CR-V,6
320000,2015.0,39999,Diesel,Volkswagen,GOLF 7,8
68000,2006.0,299999,Diesel,Renault,Laguna,6
42000,2002.0,179999,Essence,Peugeot,206,6
85000,2009.0,189999,Diesel,Kia,Carens,6
221000,2012.0,129999,Diesel,Audi,A4,8
118000,2014.0,84999,Diesel,Citroen,C4,6
60000,2003.0,14999,Diesel,Volkswagen,Polo,6
32000,1996.0,299999,Diesel,Renault,Laguna,6
210000,2014.0,89999,Diesel,Honda,CR-V,9
90000,2009.0,189999,Diesel,Peugeot,308,6
86000,2013.0,44999,Essence,Fiat,500,6
55000,2008.0,59999,Essence,Zotye,Nomad,6
34000,2004.0,149999,Diesel,Volkswagen,Gol,6
61000,2008.0,139999,Diesel,Dacia,Logan,6
52000,2000.0,139999,Diesel,Peugeot,206,6
68000,1997.0,39999,Diesel,Mercedes-Benz,250,6
58000,2000.0,249999,Diesel,Peugeot,306,6
46000,2000.0,29999,Diesel,Citroen,XSARA,6
72000,2008.0,249999,Essence,Toyota,Auris,6
160000,2014.0,139999,Diesel,Renault,Master,6
350000,2015.0,54999,Diesel,Audi,A3,6
98000,2008.0,109999,Essence,mini,cooper,6
26000,1997.0,24999,Essence,Fiat,Uno,6
115000,2010.0,169999,Diesel,Volkswagen,GOLF 6,6
69000,2008.0,169999,Diesel,Kia,Sorento,10
135000,2010.0,119999,Diesel,Honda,CR-V,6
49000,2005.0,44999,Diesel,Hyundai,Accent,6
95000,2009.0,14999,Diesel,Ford,Focus,6
79000,2007.0,199999,Diesel,Renault,Megane,7
105000,2008.0,149999,Diesel,Audi,A3,6
55000,2013.0,139999,Essence,Toyota,Aygo,6
110000,2009.0,349999,Diesel,Ford,Mondeo,6
53000,2009.0,159999,Essence,Renault,Symbol,7
57000,2003.0,249999,Diesel,Volkswagen,Polo,6
79000,2009.0,109999,Diesel,Alfa Romeo,147,8
53000,2001.0,189999,Diesel,Peugeot,206,6
60000,2003.0,249999,Essence,Audi,A3,6
63000,2007.0,249999,Diesel,Dacia,Logan,6
43000,2006.0,189999,Essence,Ford,Fiesta,6
49000,2005.0,249999,Essence,Peugeot,407,6
27000,1998.0,24999,Diesel,Peugeot,205,6
115000,2008.0,139999,Essence,BMW,Serie 5,6
210000,2011.0,179999,Diesel,Volkswagen,Touareg,15
48000,2007.0,109999,Essence,Chevrolet,Aveo,6
105000,2012.0,119999,Diesel,Renault,Megane,6
65000,2011.0,159999,Essence,Peugeot,308,6
56000,2006.0,249999,Essence,Volkswagen,Polo,8
39000,2007.0,64999,Essence,Chevrolet,other,5
165000,2015.0,129999,Diesel,Mitsubishi,outlander,8
95000,2015.0,69999,Diesel,Peugeot,301,6
310000,2014.0,19999,Diesel,Jeep,Wrangler,6
39000,1999.0,199999,Diesel,Fiat,Palio,6
105000,2009.0,169999,Diesel,Toyota,Corolla verso,6
185000,2011.0,159999,Diesel,Volkswagen,Tiguan,8
69000,2005.0,159999,Diesel,Jeep,Grand Cherokee,11
74000,1997.0,249999,Diesel,Mercedes-Benz,220,8
220000,2016.0,149999,Diesel,Ford,Transit,6
123000,2012.0,189999,Diesel,Renault,Megane,7
37000,2009.0,139999,Essence,UFO,RV3,8
178000,2018.0,9999,Diesel,Seat,Leon,6
215000,2013.0,59999,Diesel,Audi,A1,6
45000,2006.0,109999,Essence,Fiat,Panda,6
85000,2014.0,109999,Diesel,Peugeot,Bipper,6
29000,1994.0,119999,Essence,Fiat,Punto,6
113000,2010.0,179999,Diesel,Honda,Civic,6
125000,2013.0,79999,Diesel,Citroen,C4 Picasso,6
34000,1996.0,129999,Essence,Volkswagen,Polo,6
62000,2010.0,199999,Diesel,Dacia,Sandero,6
106000,2010.0,179999,Diesel,Renault,Scenic,6
48000,2007.0,249999,Essence,Renault,Clio,6
62000,2005.0,349999,Diesel,Renault,Kangoo,7
57000,2001.0,4999,Diesel,Renault,Laguna,6
138000,2014.0,64999,Diesel,Ford,Focus,6
113000,2004.0,179999,Diesel,Mercedes-Benz,220,6
68000,2011.0,84999,Essence,Hyundai,i 10,6
132000,2016.0,14999,Diesel,Renault,Clio,6
55000,1995.0,299999,Diesel,Mercedes-Benz,220,6
138000,2014.0,69999,Diesel,Renault,Fluence,6
113000,2007.0,139999,Diesel,Hyundai,Santa Fe,6
65000,2005.0,74999,Diesel,Volkswagen,Polo,6
87000,2014.0,109999,Diesel,Fiat,Punto,6
35000,2008.0,9999,Essence,Chery,QQ,6
62000,2012.0,89999,Essence,Hyundai,i 10,6
47000,2000.0,9999,Diesel,Peugeot,406,6
67000,2011.0,119999,Essence,Peugeot,207,8
105000,2007.0,179999,Diesel,Seat,Leon,8
49000,1991.0,249999,Diesel,Mercedes-Benz,190,8
33000,1996.0,24999,Essence,Fiat,Uno,6
45000,2000.0,299999,Diesel,Renault,Megane,6
54000,1994.0,249999,Diesel,Mercedes-Benz,220,6
79000,2010.0,139999,Diesel,Ford,Fusion,7
220000,2013.0,84999,Diesel,Ford,Kuga,6
65000,2001.0,149999,Diesel,Ford,other,6
73000,2016.0,54999,Essence,Hyundai,i 10,6
130000,2012.0,189999,Diesel,Ford,Focus,6
90000,2014.0,109999,Diesel,Renault,Logan,6
70000,2010.0,149999,Diesel,Dacia,Sandero,6
70000,2010.0,119999,Diesel,Dacia,Logan,6
16500,2000.0,84999,Essence,BMW,Serie 5,6
50000,1993.0,349999,Diesel,Renault,19,7
48000,1994.0,179999,Diesel,Volkswagen,GOLF 3,6
35000,1999.0,179999,Essence,Fiat,Siena,6
62000,2004.0,19999,Diesel,Opel,Astra,6
69000,2013.0,139999,Essence,Kia,Picanto,6
145000,2014.0,74999,Diesel,Hyundai,i 30,6
65000,2003.0,189999,Diesel,Renault,Megane,6
420000,2011.0,79999,Diesel,Mercedes-Benz,Classe CLS,6
165000,2013.0,39999,Diesel,Mitsubishi,L200,10
102000,2015.0,74999,Diesel,Dacia,Dokker,6
102000,2015.0,74999,Diesel,Dacia,Dokker,6
105000,2005.0,179999,Diesel,BMW,Serie 5,6
50000,2000.0,139999,Essence,Honda,CR-V,6
123000,2013.0,159999,Diesel,Ford,Focus,7
109000,2007.0,109999,Essence,Mercedes-Benz,Classe C,14
66000,2013.0,94999,Essence,Hyundai,i 10,6
40000,2000.0,4999,Essence,Toyota,Yaris,6
230000,2011.0,119999,Diesel,BMW,Serie 5,6
300000,2012.0,129999,Diesel,Mercedes-Benz,220,9
34000,1992.0,119999,Diesel,Peugeot,205,6
90400,2012.0,49999,Essence,Ford,Fiesta,5
36000,1993.0,169999,Diesel,Volkswagen,GOLF 3,6
98000,2006.0,249999,Diesel,Volkswagen,Passat,6
56000,2006.0,249999,Essence,Volkswagen,Polo,8
56000,2007.0,19999,Diesel,Peugeot,Partner,6
103000,2009.0,199999,Diesel,Seat,Leon,8
52000,2008.0,189999,Essence,Daihatsu,Sirion,6
50000,2008.0,139999,Essence,Kia,Picanto,6
5500,2008.0,29999,Diesel,Renault,R19,6
38000,1998.0,24999,Diesel,Ford,Mondeo,6
40000,2009.0,49999,Essence,Chery,A113,6
53000,2001.0,249999,Diesel,Peugeot,306,7
68000,2007.0,109999,Diesel,Renault,Logan,6
62000,2011.0,109999,Essence,Renault,Clio,7
115000,2012.0,149999,Diesel,Renault,Megane,6
30000,1999.0,199999,Diesel,Citroen,C15,6
138000,2010.0,119999,Diesel,Honda,Accord,9
95000,2014.0,74999,Diesel,Dacia,Sandero,6
59000,2003.0,179999,Diesel,Toyota,Corolla,6
45000,2007.0,169999,Essence,Alfa Romeo,159,6
150000,2012.0,94999,Diesel,Renault,Latitude,6
80000,2012.0,129999,Diesel,Dacia,Sandero,6
51000,2007.0,199999,Essence,Kia,Picanto,6
35000,1998.0,149999,Diesel,Peugeot,306,6
40000,2007.0,119999,Essence,Kia,Picanto,6
35000,1998.0,24999,Diesel,Fiat,Uno,7
115000,2010.0,44999,Essence,Alfa Romeo,159,6
88000,2012.0,24999,Essence,Ford,Fiesta,6
39000,1993.0,9999,Diesel,Renault,19,6
150000,2011.0,109999,Diesel,Volkswagen,Polo,6
41000,1996.0,349999,Essence,Renault,19,6
72000,2014.0,179999,Diesel,Dacia,Logan,6
109000,2013.0,84999,Diesel,Peugeot,308,6
52000,2003.0,299999,Diesel,Fiat,Palio,6
55000,2000.0,299999,Diesel,Volkswagen,Passat,6
108000,2010.0,149999,Diesel,Renault,Megane,6
67000,2013.0,129999,Diesel,Dacia,Logan,7
40000,1999.0,199999,Diesel,Fiat,Palio,6
115000,2010.0,129999,Diesel,Volkswagen,GOLF 6,6
39000,2001.0,249999,Essence,Toyota,Yaris,7
55000,2002.0,4999,Diesel,Peugeot,406,8
187000,2016.0,49999,Diesel,Alfa Romeo,Giulietta,8
37000,2000.0,39999,Essence,Mitsubishi,lancer,7
85000,2013.0,84999,Diesel,Ford,Fiesta,5
50000,2008.0,19999,Essence,Ford,Fiesta,6
25000,2009.0,14999,Essence,Chery,QQ,6
210000,2014.0,49999,Diesel,Ford,Kuga,8
66000,2007.0,249999,Diesel,Renault,Kangoo,6
155000,2015.0,84999,Diesel,Peugeot,308,6
36000,2001.0,169999,Essence,Fiat,Palio,6
67500,2004.0,249999,Diesel,Ford,Focus,6
167000,2013.0,94999,Diesel,Hyundai,ix 35,6
185000,2013.0,14999,Diesel,Volkswagen,Tiguan,6
138000,2010.0,139999,Diesel,Honda,Accord,6
400000,2011.0,4999,Essence,Dacia,Logan,6
46000,2000.0,29999,Diesel,Citroen,XSARA,6
128000,2012.0,29999,Diesel,Volkswagen,Touran,6
125000,2013.0,39999,Diesel,Volkswagen,Polo,6
72000,2000.0,249999,Diesel,Volkswagen,GOLF 4,6
38000,1999.0,249999,Diesel,Citroen,C15,7
48000,2005.0,249999,Diesel,Ssangyong,Rexton,11
62000,2003.0,79999,Diesel,Peugeot,307,6
24000,1994.0,14999,Essence,Peugeot,205,6
118000,2013.0,159999,Diesel,Dacia,Duster,6
97000,2010.0,139999,Diesel,Renault,Kangoo,6
90000,2002.0,4999,Diesel,Mitsubishi,pajero,6
95000,2012.0,49999,Diesel,Peugeot,308,6
63000,2013.0,129999,Essence,Hyundai,i 10,6
320000,2016.0,74999,Diesel,Volkswagen,Touareg,6
38000,2000.0,249999,Essence,Renault,Laguna,6
67000,2010.0,119999,Essence,Opel,Astra,6
122000,2016.0,84999,Diesel,Hyundai,Accent,6
60000,1991.0,179999,Diesel,Land Rover,Defender,6
330000,2016.0,44999,Diesel,Kia,Sorento,9
65000,2007.0,299999,Diesel,Renault,Kangoo,7
75000,1999.0,119999,Diesel,Mercedes-Benz,220,9
39000,1998.0,19999,Essence,Hyundai,Coupe,6
80000,2010.0,84999,Diesel,Peugeot,207,6
72000,2006.0,129999,Diesel,Citroen,C4,6
165000,2016.0,39999,Diesel,Kia,C'eed,6
185000,2013.0,139999,Diesel,Mercedes-Benz,Classe B,7
63000,1995.0,34999,Diesel,Mercedes-Benz,250,6
105000,2005.0,14999,Diesel,Mercedes-Benz,220,6
47000,2005.0,169999,Essence,Honda,Accord,13
27000,1997.0,119999,Essence,Toyota,Tercel,6
110000,2007.0,119999,Diesel,Toyota,RAV 4,8
49000,2004.0,179999,Essence,Volkswagen,Polo,7
60000,2004.0,169999,Diesel,Renault,Clio,6
92000,2011.0,64999,Diesel,Dacia,Sandero,6
45000,2001.0,179999,Diesel,Citroen,XSARA,6
68000,2010.0,149999,Diesel,Dacia,Sandero,6
74999,2011.0,24999,Diesel,Peugeot,Partner,6
93000,2014.0,84999,Diesel,Dacia,Dokker,6
78000,2003.0,299999,Diesel,Volkswagen,GOLF 4,6
59000,2008.0,109999,Essence,Citroen,C1,6
56000,2010.0,189999,Essence,Kia,Picanto,6
62000,2009.0,189999,Diesel,Citroen,Berlingo,7
62000,2008.0,129999,Diesel,Peugeot,Partner,4
70000,2009.0,139999,Diesel,Peugeot,Partner,8
88000,2015.0,84999,Diesel,Peugeot,301,6
125000,2012.0,109999,Diesel,Suzuki,Grand Vitara,6
98000,2009.0,94999,Essence,mini,cooper,8
107000,2006.0,129999,Diesel,Toyota,RAV 4,6
52000,2006.0,29999,Diesel,Dacia,Logan,6
29000,1996.0,34999,Diesel,Fiat,Uno,6
65000,2005.0,89999,Diesel,Ford,Focus,7
95000,2010.0,179999,Diesel,Seat,Leon,6
48000,2006.0,149999,Essence,Kia,Picanto,6
29000,1996.0,34999,Diesel,Fiat,Uno,6
92000,2010.0,149999,Diesel,Autres,Autres,6
51000,2006.0,9999,Diesel,Peugeot,Partner,6
29000,1993.0,169999,Essence,Renault,Safrane,6
69000,2013.0,149999,Diesel,Dacia,Logan,6
26000,1996.0,179999,Diesel,Toyota,Corolla,8
25000,1998.0,179999,Diesel,Citroen,C15,6
47000,2007.0,109999,Essence,Dacia,Logan,6
56000,2001.0,4999,Diesel,Renault,Laguna,6
85000,2013.0,79999,Diesel,Dacia,Sandero,6
168000,2008.0,249999,Diesel,Mercedes-Benz,220,8
53000,2001.0,119999,Diesel,Volkswagen,Passat,6
65000,2007.0,14999,Diesel,Peugeot,206,6
52000,2013.0,119999,Essence,Toyota,Aygo,6
110000,2013.0,64999,Essence,Honda,Civic,8
100000,2004.0,9999,Diesel,Volkswagen,Passat,6
187000,2016.0,49999,Diesel,Alfa Romeo,Giulietta,8
78000,2011.0,9999,Essence,Renault,Clio,11
49500,2004.0,34999,Diesel,Peugeot,Partner,6
48000,2009.0,14999,Essence,Hyundai,i 10,6
52000,2009.0,54999,Essence,Daihatsu,Sirion,6
66000,2011.0,149999,Essence,Fiat,Bravo,6
103000,2013.0,99999,Diesel,Ford,Fiesta,6
40000,2008.0,4999,Essence,Kia,Picanto,6
70000,2009.0,139999,Diesel,Peugeot,Partner,6
83000,2001.0,4999,Diesel,Volkswagen,Passat,6
55000,2007.0,4999,Diesel,Kia,Cerato,6
39000,2003.0,159999,Essence,Opel,Tigra,6
63000,2004.0,44999,Diesel,Volkswagen,GOLF 4,6
248000,2014.0,84999,Diesel,Audi,A4,8
48000,2007.0,4999,Diesel,Peugeot,Partner,6
187000,2016.0,29999,Diesel,Volkswagen,GOLF 7,6
73000,2004.0,4999,Diesel,Volkswagen,Bora,8
69000,2005.0,149999,Diesel,Volkswagen,Polo,6
142000,2014.0,109999,Diesel,Hyundai,i 30,6
130000,2016.0,59999,Diesel,Renault,Clio,6
100000,2011.0,189999,Diesel,Opel,Insignia,6
42000,2000.0,249999,Diesel,Fiat,Palio,6
80000,2004.0,199999,Essence,BMW,X5,6
79000,2010.0,199999,Diesel,Renault,Kangoo,6
30000,1997.0,84999,Essence,Toyota,Tercel,7
96000,2013.0,24999,Diesel,Renault,Kangoo,6
82000,2008.0,89999,Essence,Nissan,Qashqai,11
85000,2001.0,249999,Diesel,Volkswagen,GOLF 4,6
95000,2007.0,129999,Diesel,Renault,Megane,6
240500,2012.0,99999,Diesel,Audi,A5,6
109000,2016.0,64999,Diesel,Dacia,Logan,6
97000,2012.0,84999,Diesel,Ford,Fiesta,6
97000,2012.0,84999,Diesel,Ford,Fiesta,6
35000,2007.0,109999,Essence,Suzuki,Alto,6
290000,2012.0,34999,Diesel,Land Rover,Range Rover Evoque,6
145000,2011.0,129999,Diesel,Hyundai,ix 35,6
125000,2008.0,169999,Diesel,Audi,A4,6
84000,2009.0,169999,Diesel,Dodge,Caliber,8
52000,1995.0,84999,Diesel,Renault,19,6
80000,2011.0,99999,Essence,Ford,Fiesta,6
34000,1993.0,29999,Diesel,Peugeot,404,6
192000,2015.0,59999,Diesel,Ford,Focus,8
115000,2012.0,129999,Diesel,Citroen,C4,6
55000,2001.0,49999,Diesel,Renault,Kangoo,6
125000,2012.0,199999,Diesel,Volkswagen,Touran,8
45000,2002.0,199999,Diesel,Fiat,Siena,6
65000,2013.0,109999,Diesel,Ford,Fiesta,6
173000,2015.0,64999,Diesel,Peugeot,508,8
125000,2018.0,4999,Diesel,Fiat,Punto,5
61000,2011.0,129999,Essence,Hyundai,i 10,6
103000,2006.0,199999,Diesel,Audi,A3,8
135000,2008.0,129999,Diesel,Volkswagen,Touareg,12
78000,2010.0,349999,Diesel,Renault,Kangoo,6
125000,2012.0,109999,Diesel,Suzuki,Grand Vitara,6
33000,1998.0,129999,Essence,Fiat,Uno,6
47000,1998.0,159999,Diesel,Volkswagen,GOLF 2,6
149000,2016.0,49999,Diesel,Toyota,Corolla,5
55000,2011.0,139999,Essence,Hyundai,i 10,6
75000,2012.0,24999,Essence,Peugeot,207,6
70000,2007.0,249999,Diesel,Land Rover,Range Rover,6
117000,2014.0,139999,Diesel,Dacia,Duster,6
115000,2007.0,79999,Diesel,Audi,A3,6
19000,2007.0,54999,Essence,Suzuki,Maruti,6
33000,1994.0,179999,Diesel,Renault,R21,6
142000,2013.0,74999,Diesel,Alfa Romeo,Giulietta,6
160000,2015.0,44999,Diesel,Peugeot,308,6
360000,2017.0,9999,Diesel,Mercedes-Benz,220,6
50000,1998.0,69999,Essence,Peugeot,306,6
50000,1998.0,149999,Essence,Peugeot,306,6
60000,1994.0,74999,Diesel,Renault,19,6
52000,2003.0,149999,Diesel,Toyota,Corolla,6
75000,2006.0,129999,Diesel,Peugeot,407,6
50000,2009.0,84999,Essence,Hyundai,i 10,6
52000,2009.0,99999,Essence,Hyundai,i 10,6
54000,2009.0,139999,Essence,Fiat,Punto,6
68000,1996.0,4999,Diesel,Mercedes-Benz,Classe C,6
45000,2007.0,89999,Essence,Dacia,Logan,6
70000,2007.0,34999,Essence,Fiat,Linea,8
43000,2001.0,99999,Diesel,Seat,Cordoba,6
32000,1991.0,54999,Diesel,Renault,19,6
40000,1997.0,34999,Diesel,Volkswagen,GOLF 2,6
42000,2010.0,129999,Essence,Suzuki,Celerio,6
89000,2014.0,84999,Diesel,Dacia,Dokker,6
45000,1999.0,9999,Diesel,Peugeot,205,6
53000,2003.0,84999,Diesel,Audi,A3,6
135000,2008.0,149999,Diesel,Volkswagen,Touareg,6
63000,2004.0,29999,Diesel,Peugeot,Partner,6
68000,2006.0,199999,Diesel,Citroen,C4,6
90000,2014.0,29999,Essence,Citroen,Berlingo,6
130700,2014.0,14999,Diesel,Volkswagen,Caddy,6
79000,2011.0,109999,Essence,Suzuki,Grand Vitara,6
40000,2005.0,109999,Essence,Peugeot,307,5
110000,2016.0,9999,Diesel,Renault,Clio,6
9500,2012.0,9999,Essence,Autres,Autres,6
118000,2013.0,129999,Diesel,Citroen,C4,6
95000,2013.0,4999,Diesel,Renault,Kangoo,7
85000,2000.0,4999,Diesel,Volkswagen,GOLF 4,8
83000,2011.0,179999,Diesel,Ford,Fiesta,6
39000,2003.0,139999,Essence,Alfa Romeo,156,6
80000,1993.0,349999,Diesel,Mercedes-Benz,190,6
225000,2013.0,109999,Diesel,Volkswagen,GOLF 7,6
82000,2005.0,139999,Diesel,Toyota,Avensis,10
58000,2002.0,199999,Diesel,Renault,Laguna,6
37000,2003.0,199999,Diesel,Fiat,Uno,6
99000,2014.0,49999,Essence,Volkswagen,Polo,6
109000,2007.0,249999,Diesel,Volkswagen,GOLF 5,6
42000,2002.0,4999,Diesel,Citroen,XSARA,7
115000,2007.0,24999,Diesel,Audi,A3,6
72000,2012.0,49999,Diesel,Peugeot,Bipper,6
46000,2009.0,179999,Essence,Ford,Fiesta,6
88000,2006.0,74999,Diesel,Seat,Leon,6
104000,2003.0,199999,Diesel,Mercedes-Benz,220,6
108000,1998.0,19999,Diesel,Ford,Transit,6
39000,1998.0,199999,Diesel,Peugeot,406,6
50000,2007.0,189999,Essence,Kia,Picanto,6
195000,2017.0,39999,Diesel,Hyundai,CRETA,6
245000,2014.0,84999,Diesel,BMW,Serie 3,6
59000,2008.0,109999,Essence,Peugeot,207,6
53000,2001.0,4999,Diesel,Citroen,Berlingo,6
50000,2010.0,139999,Essence,Kia,Picanto,6
62000,2013.0,84999,Essence,Hyundai,i 10,6
120000,2012.0,89999,Diesel,Dacia,Duster,6
25000,1999.0,34999,Diesel,Fiat,Uno,7
82000,1999.0,24999,Diesel,Mercedes-Benz,220,9
110000,2012.0,109999,Diesel,Toyota,Hilux,6
90000,2008.0,139999,Diesel,Ford,Focus,6
102000,2006.0,199999,Diesel,Volkswagen,Passat,8
60000,2000.0,9999,Essence,Toyota,PASEO,6
65000,1991.0,49999,Diesel,Mercedes-Benz,190,6
59000,2006.0,199999,Diesel,Peugeot,Partner,6
62000,2012.0,14999,Essence,Hyundai,i 10,6
75000,2003.0,249999,Diesel,Volkswagen,Passat,6
90000,2013.0,129999,Diesel,Renault,Kangoo,6
120000,2007.0,249999,Diesel,Hyundai,Santa Fe,6
115000,2011.0,169999,Diesel,Citroen,C5,6
70000,1999.0,39999,Diesel,Volkswagen,GOLF 4,8
30000,1992.0,299999,Essence,Renault,SUPER 5,6
67000,2006.0,199999,Diesel,Citroen,C4,6
21000,2011.0,159999,Diesel,Volkswagen,Touareg,6
57000,2010.0,129999,Essence,Kia,Picanto,6
280000,2013.0,84999,Diesel,Mercedes-Benz,Classe A,6
29000,2004.0,299999,Essence,lancia,Ypsilon,6
50000,2010.0,99999,Essence,Nissan,Micra,6
120000,2015.0,54999,Diesel,Seat,Ibiza,6
37000,2002.0,24999,Essence,Renault,Megane,6
64000,1995.0,34999,Diesel,Changhe,Ideal,6
135000,2009.0,249999,Diesel,Volkswagen,GOLF 6,8
82000,2014.0,84999,Essence,Ford,Fiesta,6
30000,2018.0,4999,Essence,Peugeot,505,10
65000,2010.0,74999,Essence,Suzuki,Swift,6
60000,2004.0,4999,Diesel,Opel,Astra,6
60000,2003.0,99999,Essence,Volkswagen,GOLF 4,8
55000,2001.0,49999,Diesel,Peugeot,306,7
65000,2006.0,129999,Diesel,Renault,Kangoo,6
40000,1996.0,4999,Diesel,Renault,Laguna,6
77000,2008.0,199999,Diesel,Kia,Sorento,10
176000,2008.0,139999,Diesel,Audi,Q7,6
80000,2009.0,249999,Diesel,Mercedes-Benz,270,6
100000,2016.0,54999,Diesel,Nissan,Qashqai,6
39000,1999.0,159999,Diesel,Fiat,Siena,6
127000,2012.0,149999,Diesel,Ford,Focus,6
85000,2004.0,14999,Diesel,Volkswagen,GOLF 5,8
119000,2012.0,109999,Diesel,Toyota,Corolla,6
65000,2008.0,149999,Essence,Peugeot,308,6
60000,2007.0,179999,Diesel,Dacia,Logan,6
48000,2008.0,89999,Essence,Peugeot,206,7
160000,2013.0,179999,Diesel,Ford,Transit,6
78000,2009.0,299999,Diesel,Citroen,C4,6
35000,2006.0,159999,Essence,Fiat,Palio,6
65000,2006.0,199999,Diesel,Alfa Romeo,156,6
75000,2005.0,249999,Diesel,Renault,Scenic,6
173000,2014.0,159999,Diesel,Volkswagen,Touran,6
49000,2004.0,179999,Diesel,Kia,Carens,6
37000,1996.0,199999,Diesel,Renault,Clio,6
40000,2005.0,249999,Essence,Renault,Clio,6
38000,2003.0,29999,Diesel,Fiat,Palio,6
52000,1992.0,34999,Diesel,Peugeot,405,7
112000,2011.0,139999,Diesel,Hyundai,i 30,6
140000,2009.0,169999,Diesel,BMW,Serie 3,6
55000,2007.0,249999,Diesel,Citroen,Berlingo,6
30000,2000.0,4999,Essence,Fiat,Palio,6
73000,1998.0,349999,Diesel,Citroen,Berlingo,6
99000,2012.0,109999,Diesel,Renault,Kangoo,6
65000,2005.0,199999,Diesel,Citroen,C4,6
49000,2007.0,109999,Essence,Fiat,Panda,6
83000,2008.0,189999,Diesel,Toyota,Auris,6
88000,2004.0,179999,Diesel,Toyota,RAV 4,8
40000,2005.0,109999,Essence,Hyundai,Atos,6
97000,2011.0,99999,Diesel,Renault,Kangoo,6
36000,2002.0,249999,Essence,Fiat,Palio,6
175000,2013.0,129999,Diesel,Volkswagen,GOLF 7,6
80000,2007.0,24999,Diesel,Renault,Megane,6
50000,2014.0,159999,Diesel,Citroen,XSARA,6
46000,2008.0,249999,Essence,Ford,Fiesta,6
95000,2010.0,14999,Diesel,Citroen,other,6
55000,2007.0,119999,Essence,Honda,Jazz,6
52000,2012.0,34999,Essence,Suzuki,Celerio,6
78000,2010.0,249999,Diesel,Renault,Kangoo,6
129000,2011.0,94999,Diesel,Opel,Astra,6
67000,2012.0,89999,Essence,Hyundai,i 10,6
52000,1998.0,94999,Diesel,Renault,Laguna,6
63000,2010.0,139999,Essence,Dacia,Logan,6
55000,2007.0,109999,Essence,Kia,Picanto,6
46000,2003.0,29999,Diesel,Mercedes-Benz,270,6
123000,2014.0,74999,Diesel,Peugeot,508,6
64000,2004.0,249999,Diesel,Renault,Megane,6
75000,2006.0,119999,Diesel,Mercedes-Benz,190,6
135000,2014.0,139999,Diesel,Opel,Insignia,8
55000,2010.0,109999,Essence,Chery,Tiggo,6
70000,2013.0,19999,Essence,Citroen,C-Elysée,7
98000,2011.0,139999,Diesel,Honda,Civic,6
50000,2006.0,179999,Diesel,Kia,Carens,6
33000,1997.0,299999,Diesel,Fiat,Uno,6
155000,2013.0,109999,Diesel,Ford,C-Max,6
33000,1997.0,139999,Essence,Toyota,Tercel,6
46000,1993.0,19999,Diesel,Peugeot,205,6
140000,2010.0,199999,Diesel,Volkswagen,Caddy,6
44000,2000.0,299999,Essence,Renault,Clio,6
42000,2004.0,249999,Diesel,Citroen,XSARA,6
42000,2003.0,249999,Diesel,Volkswagen,GOLF 3,6
99000,2011.0,169999,Diesel,Volvo,C30,6
38000,1998.0,249999,Diesel,Rover,Serie 400,6
63000,2005.0,129999,Diesel,Renault,Megane,6
45000,2002.0,24999,Essence,Toyota,RAV 4,6
68000,2005.0,249999,Diesel,Renault,Megane,6
39000,1997.0,249999,Diesel,Citroen,C15,6
35000,1998.0,34999,Essence,Mitsubishi,lancer,6
34000,2003.0,299999,Diesel,Fiat,Palio,6
200000,2017.0,9999,Diesel,Nissan,Juke,6
129000,2014.0,79999,Diesel,Ford,Focus,6
84000,2015.0,74999,Diesel,Fiat,GRANDE PUNTO,6
55000,2008.0,189999,Essence,Kia,Picanto,6
54000,2003.0,109999,Essence,Honda,Jazz,6
52000,2000.0,139999,Essence,Hyundai,Coupe,6
